# 30/12/2021 11:36:47 AM: Prices - EPEX Spot Market Auction - netherlands - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
28/05/2021,71.34,63.00,61.59,,62.03,64.64,67.93,81.36,93.01,92.42,84.38,55.95,55.05,73.29,60.61,58.34,60.00,61.02,72.09,77.99,83.67,82.90,80.10,80.03,75.59,55.05,93.01,64.49,76.74,71.95,63.06,73.69,79.66,71.60,69.57,65.09,70.61,67.51,73.63,87.79,61.23,62.86,80.05,60.54
27/05/2021,60.13,58.15,56.37,,52.71,52.90,60.75,77.00,84.47,86.45,79.79,79.13,78.07,74.95,65.32,60.77,60.45,60.91,69.62,79.96,85.99,88.87,85.91,84.04,79.71,52.71,88.87,56.84,68.78,80.86,65.37,74.12,84.63,71.77,73.45,56.84,62.81,73.12,70.08,81.93,74.37,62.94,84.08,69.78
26/05/2021,83.00,57.53,54.75,,51.15,52.28,59.74,76.68,84.59,84.75,73.57,68.87,70.78,61.02,60.03,53.86,53.56,54.17,60.65,74.52,80.00,80.00,77.26,76.25,60.00,51.15,84.75,61.61,68.32,74.49,57.12,67.34,73.38,67.04,66.32,59.74,64.97,65.81,67.77,79.90,65.18,55.56,74.67,61.35
25/05/2021,52.64,48.78,46.15,,42.01,43.99,48.53,66.40,81.98,84.65,76.79,66.00,62.03,55.51,47.97,42.04,40.30,42.48,50.09,65.48,76.31,77.98,77.19,77.09,62.04,40.30,84.65,47.40,60.23,72.37,46.46,58.59,73.58,59.77,59.14,47.02,53.81,59.41,60.40,77.46,57.88,43.73,72.68,52.31
24/05/2021,53.91,25.63,20.22,,15.65,11.97,16.54,21.86,26.97,36.00,41.97,42.00,42.85,46.39,38.22,30.00,22.94,41.62,53.14,77.95,79.24,74.49,62.92,62.03,53.72,11.97,79.24,28.85,19.34,40.71,34.39,62.99,63.29,41.59,46.03,23.99,24.09,37.55,37.16,31.70,42.37,36.93,68.39,37.07
23/05/2021,80.30,78.47,59.40,,38.20,27.40,34.90,17.40,15.95,13.16,13.74,6.58,2.78,0.08,-7.83,-24.93,-25.00,-8.02,26.79,59.10,77.19,80.68,77.41,74.85,61.58,-25.00,80.68,64.09,23.91,9.07,-14.42,38.77,73.63,32.51,11.14,53.11,44.00,-2.68,53.88,15.06,0.40,-7.79,71.80,-8.05
22/05/2021,20.04,4.07,0.89,,0.03,-0.05,-0.54,0.00,0.03,1.34,10.10,20.71,21.77,20.37,17.26,10.31,9.58,12.40,57.64,75.91,78.00,81.00,81.10,87.65,85.00,-0.54,87.65,6.26,-0.14,13.48,14.38,55.99,83.69,28.94,27.95,4.07,3.06,13.93,29.94,2.87,20.03,22.48,81.44,16.67
21/05/2021,37.24,22.90,14.29,,7.83,7.08,20.99,48.47,65.00,66.22,53.41,37.57,22.45,13.92,0.00,-10.80,-10.00,2.33,16.01,44.90,57.16,60.38,56.53,55.10,42.69,-10.80,66.22,20.57,35.39,44.91,-1.72,30.10,53.68,30.49,24.43,18.39,27.98,21.60,36.54,58.28,18.49,-0.62,52.79,8.86
20/05/2021,71.67,61.67,61.90,,59.95,58.70,65.79,79.91,90.23,94.90,76.00,69.50,59.00,59.36,56.00,54.07,55.95,57.20,59.84,74.74,73.00,70.00,78.97,76.96,58.93,54.07,94.90,63.80,73.66,74.85,56.35,66.20,71.22,67.68,65.80,63.28,68.73,65.60,69.56,85.26,60.97,56.77,72.10,58.98
19/05/2021,72.59,65.49,63.10,,62.08,63.82,69.79,82.96,73.90,87.18,89.32,84.65,81.96,77.77,70.08,64.00,63.55,63.87,71.00,80.60,86.50,92.81,90.01,87.07,80.05,62.08,92.81,65.82,72.62,85.78,68.85,75.49,87.49,76.01,76.71,66.15,69.22,77.31,75.31,83.34,78.62,65.61,86.17,73.67
18/05/2021,68.00,62.00,59.66,,56.68,59.92,67.21,80.99,87.98,90.07,87.25,82.42,80.00,73.08,67.46,62.55,61.92,60.16,64.25,79.90,88.24,89.95,87.98,83.70,78.92,56.68,90.07,61.59,74.03,84.94,66.25,73.14,85.14,74.18,74.78,62.25,67.81,75.59,73.58,86.57,75.74,62.22,84.78,71.24
17/05/2021,60.51,53.03,52.76,,53.78,56.72,60.73,77.77,93.16,99.90,86.66,82.00,81.86,78.02,72.00,64.00,60.76,59.55,70.79,77.96,85.77,88.92,87.04,82.00,77.99,52.76,99.90,55.02,72.10,87.61,68.70,73.52,83.99,73.49,76.61,56.26,63.56,78.15,70.37,89.37,78.47,63.78,83.28,73.11
16/05/2021,53.05,47.87,41.65,,34.59,29.72,27.86,22.08,25.25,31.39,30.91,24.22,29.20,28.96,9.93,3.83,1.00,10.10,63.49,59.65,81.00,96.07,80.61,78.43,65.05,1.00,96.07,44.29,26.23,28.93,10.93,53.56,80.04,40.66,31.14,39.12,35.26,19.93,50.19,27.41,23.08,19.61,76.80,16.19
15/05/2021,72.39,66.75,64.00,,64.00,64.00,64.00,64.00,60.75,60.60,60.09,55.73,53.02,51.96,48.49,45.07,47.84,51.32,59.30,74.94,75.29,75.65,72.64,70.73,65.00,45.07,75.65,66.79,63.19,57.36,48.34,65.21,71.01,61.98,56.97,65.86,64.99,52.85,66.99,61.36,52.30,50.88,72.38,50.35
14/05/2021,75.38,69.00,65.65,,62.20,62.20,68.00,73.78,80.00,82.14,78.96,70.00,67.21,67.21,63.00,60.70,60.00,60.05,65.00,78.56,80.56,85.00,87.02,85.00,78.69,60.00,87.02,68.06,71.00,74.58,62.73,71.04,83.93,71.89,69.45,67.07,69.53,68.65,74.33,78.72,66.86,61.44,82.47,64.69
13/05/2021,65.04,63.15,60.74,,60.85,59.90,60.69,60.33,62.87,67.64,63.00,60.69,57.96,58.78,51.63,48.96,48.00,49.78,57.00,64.03,75.91,77.76,79.96,78.35,72.63,48.00,79.96,62.45,60.95,62.32,51.84,61.68,77.18,62.74,58.62,61.73,61.70,57.08,66.86,63.46,57.27,50.94,74.77,54.34
12/05/2021,62.26,58.20,56.31,,54.81,55.01,58.84,69.99,79.37,86.12,80.10,75.78,73.84,67.00,62.06,60.06,60.00,62.75,70.00,74.97,80.97,80.97,78.08,74.51,66.01,54.81,86.12,57.90,65.80,78.96,62.28,72.17,74.89,68.67,71.14,57.57,61.85,70.62,66.20,78.90,69.67,63.20,75.92,66.46
11/05/2021,70.00,64.92,60.39,,56.67,57.37,63.09,76.97,85.99,93.37,85.71,79.48,77.66,74.25,69.16,61.06,62.05,62.12,69.43,77.66,81.19,80.00,79.62,75.34,68.62,56.67,93.37,63.00,70.86,84.06,66.63,72.60,75.90,72.17,74.43,62.07,66.93,75.34,69.92,85.51,75.14,63.67,77.07,70.61
10/05/2021,45.06,42.11,40.00,,35.45,28.03,37.00,57.12,69.99,74.07,59.56,53.86,53.46,54.36,46.28,47.44,53.25,57.63,65.92,72.41,83.94,90.12,84.00,79.91,68.00,28.03,90.12,40.66,48.04,60.24,50.33,69.98,80.51,58.29,60.18,37.94,44.35,55.29,56.40,65.19,51.99,56.06,79.73,51.44
09/05/2021,15.02,6.71,2.00,,1.61,0.09,0.10,0.09,0.08,0.32,0.00,-4.91,-10.97,-17.00,-34.87,-66.18,-54.05,-22.60,11.79,44.90,60.76,66.50,65.60,55.98,52.78,-66.18,66.50,6.34,0.09,-3.89,-43.03,23.71,60.22,7.24,-7.73,4.26,3.21,-23.46,22.21,0.12,-16.94,-32.76,57.75,-31.33
08/05/2021,71.29,65.92,68.55,,62.63,61.57,59.47,55.16,56.01,57.00,52.76,45.14,41.04,37.00,29.16,29.90,40.00,54.86,65.56,54.83,69.95,66.27,60.74,56.53,55.29,29.16,71.29,67.10,58.05,48.99,34.02,61.30,59.71,54.86,48.10,64.91,62.58,41.50,61.62,55.23,38.09,47.58,60.60,37.04
07/05/2021,75.57,68.82,65.00,,60.25,60.01,69.30,80.00,91.07,101.50,84.16,78.75,76.98,62.13,57.40,51.00,50.55,53.06,55.43,61.28,74.72,84.20,81.15,73.73,68.62,50.55,101.50,67.41,75.10,85.35,55.27,61.12,76.93,70.20,67.25,66.49,71.25,70.31,73.14,89.18,68.82,52.51,73.95,62.80
06/05/2021,74.53,76.19,67.40,,56.54,56.19,58.15,70.86,77.33,80.91,52.59,56.75,56.05,61.91,61.00,60.07,63.05,64.96,72.50,78.97,91.01,92.73,85.00,80.00,74.44,52.59,92.73,68.67,65.63,61.58,61.51,76.86,83.04,69.55,66.65,64.83,67.15,61.54,72.45,70.42,58.93,65.15,83.69,59.81
05/05/2021,25.10,38.50,38.60,,38.76,40.61,45.76,59.79,63.01,65.51,52.62,45.86,38.56,22.89,6.42,-22.60,-12.99,0.10,49.00,52.80,72.88,85.34,89.71,79.28,74.90,-22.60,89.71,35.24,52.29,50.64,-1.57,43.70,82.31,43.77,30.92,37.89,43.77,24.53,56.61,60.23,28.43,3.38,75.82,13.02
04/05/2021,45.28,37.82,16.97,,0.12,0.10,7.21,42.01,50.53,52.80,52.40,38.21,33.00,26.23,18.97,2.06,0.87,5.00,32.11,45.84,48.76,54.00,59.90,65.00,55.00,0.10,65.00,25.05,24.96,44.10,12.03,32.93,58.48,32.92,29.69,17.92,25.01,28.07,36.16,49.44,29.10,10.01,54.75,19.89
03/05/2021,60.10,53.95,53.25,,52.20,54.31,59.61,72.56,86.42,87.93,67.32,60.98,57.12,52.99,49.97,50.83,50.09,49.79,56.19,70.06,82.66,87.00,78.25,68.70,52.96,49.79,87.93,54.88,68.23,68.34,50.97,64.68,71.73,63.14,61.33,55.57,61.55,59.65,64.94,78.56,55.27,51.73,73.27,53.66
02/05/2021,63.90,53.59,50.61,,49.18,49.43,49.35,48.61,49.55,50.76,48.08,46.18,46.13,43.91,16.93,3.00,0.01,2.62,35.77,50.52,61.60,72.27,83.52,84.90,74.97,0.01,84.90,54.32,49.24,47.79,15.96,37.63,78.92,47.31,33.79,52.68,51.78,31.88,60.82,49.25,38.29,10.35,71.30,26.03
01/05/2021,69.29,64.60,61.08,,59.93,59.90,58.00,52.54,53.94,57.38,56.21,54.70,53.39,53.13,51.05,48.24,45.53,48.98,50.47,54.40,61.01,68.69,65.06,60.34,64.92,45.53,69.29,63.73,56.10,55.42,49.49,53.72,64.75,57.20,52.87,62.13,59.91,52.45,61.52,55.02,53.07,48.31,62.40,51.01
30/04/2021,60.10,57.46,57.40,,58.94,60.31,65.32,74.00,82.59,86.46,81.70,73.10,69.48,52.49,50.78,51.42,50.60,53.07,69.64,75.55,79.06,80.96,78.71,75.23,68.86,50.60,86.46,58.48,70.56,77.69,51.32,69.33,75.94,67.22,66.11,59.92,64.52,64.50,68.32,81.19,61.46,56.18,76.40,57.98
29/04/2021,50.05,49.23,52.40,,52.07,52.04,50.85,57.85,79.90,85.08,69.74,61.64,57.47,56.00,50.21,48.24,45.00,48.28,50.01,54.90,73.95,77.93,63.86,58.00,53.80,45.00,85.08,50.94,60.16,68.48,49.86,56.79,63.40,58.27,58.38,51.11,55.55,59.17,58.17,73.14,56.33,47.88,63.74,53.09
28/04/2021,48.47,47.77,48.53,,53.57,54.17,53.88,71.98,81.48,85.57,67.78,49.85,47.31,45.30,46.73,48.25,51.70,54.79,65.71,67.35,76.12,70.21,62.66,53.44,50.46,45.30,85.57,49.59,65.38,62.63,48.00,65.99,59.19,58.46,58.87,51.07,57.48,55.31,58.05,76.70,47.30,55.11,63.37,48.19
27/04/2021,53.62,52.02,51.53,,50.32,51.20,55.06,75.59,82.94,76.79,51.40,48.51,45.67,44.04,42.47,40.98,43.50,46.80,52.08,70.00,80.35,80.87,62.33,53.91,49.70,40.98,82.94,51.87,66.20,55.59,42.75,62.31,61.70,56.74,53.55,52.29,59.04,49.17,59.92,71.68,45.17,45.84,66.19,44.20
26/04/2021,52.50,51.14,52.51,,51.10,51.17,57.06,74.96,81.96,83.85,74.23,50.84,49.50,46.20,46.05,42.49,42.00,43.88,45.36,65.00,79.13,81.02,75.05,70.69,63.49,42.00,83.85,51.81,66.29,64.61,44.19,58.34,72.56,59.63,55.71,52.58,59.05,54.40,63.55,78.75,48.15,43.43,72.40,46.18
25/04/2021,50.82,48.55,48.71,,48.30,48.03,47.32,44.76,43.80,43.48,37.21,17.80,15.50,15.32,1.61,-6.94,-3.29,0.11,19.17,54.70,65.93,67.88,66.00,64.98,59.98,-6.94,67.88,49.10,45.98,28.50,1.68,34.98,64.71,37.49,21.72,48.62,47.54,15.09,53.26,42.31,12.56,2.26,63.25,6.67
24/04/2021,68.51,64.50,61.40,,56.86,54.89,54.55,57.95,57.51,55.75,54.68,50.00,47.96,43.90,32.84,20.24,19.51,28.18,48.46,55.59,67.65,73.43,68.56,67.15,53.11,19.51,73.43,62.82,56.23,52.10,29.12,49.97,65.56,52.63,43.73,60.12,59.52,40.61,61.54,56.47,43.68,29.10,64.25,35.74
23/04/2021,62.66,56.10,56.27,,57.90,57.48,67.00,77.00,83.73,83.16,51.50,51.05,68.34,50.00,43.52,38.73,40.06,45.29,51.36,64.00,78.02,81.02,78.33,70.90,65.69,38.73,83.73,58.23,71.30,63.51,43.08,59.67,73.99,61.63,55.42,59.57,64.77,53.30,67.84,73.85,53.23,43.86,72.99,48.62
22/04/2021,49.90,50.82,50.00,,49.87,51.60,50.00,66.73,82.57,80.40,54.30,64.18,48.48,40.20,33.42,32.51,31.89,34.92,53.16,51.57,77.73,84.42,78.25,63.72,60.57,31.89,84.42,50.15,62.73,61.84,34.51,54.35,71.74,55.88,50.23,50.37,56.44,48.17,61.54,71.00,46.57,38.12,69.38,41.78
21/04/2021,64.72,57.33,55.41,,57.07,59.08,62.00,81.01,87.61,63.60,49.14,48.24,52.74,42.92,39.00,36.98,35.28,32.78,42.06,48.24,72.90,78.02,69.90,62.35,50.49,32.78,87.61,58.63,72.43,53.43,38.55,49.00,65.19,56.20,46.99,59.27,65.53,45.99,65.42,70.34,45.73,36.78,63.65,42.53
20/04/2021,56.29,60.67,61.25,,63.14,68.61,71.94,85.43,99.05,110.41,92.00,55.43,49.16,50.69,52.00,52.00,51.60,55.00,69.88,84.98,100.00,101.73,93.92,86.91,75.00,49.16,110.41,60.34,81.26,76.75,51.57,77.47,89.39,72.80,68.60,63.65,70.80,64.16,77.00,96.72,51.82,57.12,90.42,51.81
19/04/2021,60.34,55.58,55.57,,53.72,55.84,65.85,84.90,98.66,117.18,102.78,65.87,63.07,53.89,50.00,48.28,51.00,55.43,66.33,85.04,99.41,100.00,89.50,65.87,53.26,48.28,117.18,56.30,76.31,87.23,50.79,76.55,77.16,70.72,71.52,57.82,66.31,69.01,69.92,100.88,58.21,55.26,82.18,55.35
18/04/2021,64.48,62.55,62.17,,62.10,61.02,60.57,60.54,62.62,64.52,63.57,59.91,55.56,55.00,50.70,48.68,48.14,49.54,54.55,64.99,76.08,80.93,79.17,73.40,52.30,48.14,80.93,62.83,61.19,60.89,50.63,61.29,71.45,61.38,57.60,62.15,62.01,55.76,65.15,62.81,55.29,50.23,71.15,53.00
17/04/2021,64.70,52.83,55.73,,54.91,55.48,61.27,65.57,71.00,73.18,64.72,54.99,52.74,49.75,47.91,48.62,48.52,50.13,53.37,59.98,74.48,78.47,77.09,68.45,57.63,47.91,78.47,57.04,63.33,61.41,48.70,59.49,70.41,60.06,56.53,57.49,60.19,55.05,63.59,68.62,51.35,50.16,69.35,50.42
16/04/2021,49.27,50.00,50.37,,52.16,52.89,55.10,69.27,86.09,96.10,64.00,51.59,50.50,49.47,49.51,47.86,49.70,52.00,55.16,68.09,76.40,77.53,54.08,56.13,57.40,47.86,96.10,50.45,65.84,65.55,49.14,62.91,61.29,59.19,59.20,51.63,58.14,57.34,59.19,78.87,50.27,51.18,64.94,49.77
15/04/2021,54.84,52.40,49.49,,54.90,61.16,65.81,82.90,105.05,118.00,57.39,52.33,54.96,43.56,47.05,46.85,46.58,48.35,51.00,62.44,77.82,76.41,57.70,50.92,50.30,43.56,118.00,52.91,78.73,70.67,46.01,59.90,58.83,61.18,58.86,56.43,65.82,58.34,63.49,90.84,49.48,48.20,62.60,48.56
14/04/2021,50.72,53.86,51.15,,51.50,51.49,52.08,76.32,118.52,125.00,69.99,51.10,51.44,51.50,51.25,48.36,49.98,50.78,61.32,73.19,97.45,100.00,85.62,73.87,51.07,48.36,125.00,51.81,74.60,74.38,50.27,70.69,77.64,66.57,65.11,51.80,63.21,62.33,68.02,97.46,51.32,52.61,80.20,50.61
13/04/2021,46.65,48.70,47.85,,50.08,50.00,46.00,58.00,72.97,75.12,51.47,45.91,45.40,42.90,42.71,41.26,41.84,44.00,66.36,54.09,69.83,88.32,63.60,58.88,47.56,41.26,88.32,48.32,56.74,54.48,42.18,58.57,64.59,54.15,51.74,48.21,52.53,48.33,56.55,64.39,44.23,48.37,63.71,43.34
12/04/2021,66.75,50.74,50.00,,50.72,51.30,48.60,64.46,85.66,100.00,67.80,50.28,48.12,45.57,40.26,39.09,38.94,40.71,44.84,70.72,80.00,80.10,78.16,55.00,47.92,38.94,100.00,54.55,62.51,66.55,40.97,59.07,65.30,58.16,55.53,53.02,58.53,53.76,60.78,79.48,46.06,40.90,68.65,43.71
11/04/2021,43.16,43.76,42.47,,45.04,44.69,41.98,42.84,42.01,48.90,51.00,54.90,47.76,55.00,43.40,41.92,41.29,42.00,44.36,48.20,62.04,67.24,67.20,63.85,50.30,41.29,67.24,43.61,42.88,50.64,45.40,49.15,62.15,48.97,48.40,43.52,43.24,48.02,49.55,46.19,50.27,42.39,59.81,47.38
10/04/2021,66.02,61.21,53.29,,55.56,52.39,54.04,46.68,59.62,66.20,69.19,64.51,61.21,58.52,52.50,50.08,50.01,52.04,59.84,65.70,69.24,68.92,60.00,49.90,42.49,42.49,69.24,59.02,53.18,65.28,52.78,61.71,55.33,57.88,59.92,57.09,56.10,59.03,55.84,60.42,59.19,52.99,59.38,56.14
09/04/2021,35.55,39.12,37.17,,37.13,41.27,43.00,44.97,53.71,86.00,52.40,46.00,45.00,46.80,54.00,60.00,46.40,58.11,63.93,70.68,83.00,84.90,76.51,67.58,60.02,35.55,86.00,37.24,45.74,57.35,51.80,68.93,72.25,55.55,59.36,38.87,41.49,54.58,51.74,59.27,47.95,57.11,73.78,49.70
08/04/2021,65.28,55.00,63.70,,60.00,67.12,53.40,59.49,79.86,99.26,66.49,47.90,47.20,47.19,41.17,39.99,40.00,40.00,46.68,58.00,70.88,70.10,46.27,43.46,30.94,30.94,99.26,61.00,64.97,65.21,42.09,53.89,47.69,55.81,53.73,60.75,62.98,53.65,57.89,76.28,45.87,41.67,53.28,43.91
07/04/2021,54.90,45.62,45.40,,40.67,39.52,42.60,57.34,77.88,82.47,65.12,47.92,46.36,40.26,37.90,36.61,38.00,39.03,42.40,47.80,66.00,74.91,75.36,47.60,46.31,36.61,82.47,46.65,54.34,60.47,38.19,48.81,61.05,51.58,49.16,44.79,50.49,49.33,54.01,70.70,43.11,39.01,59.66,41.18
06/04/2021,18.84,17.35,15.76,,17.02,17.68,30.23,53.69,67.81,94.74,60.00,45.30,35.96,30.72,26.00,18.10,22.55,27.79,38.73,52.58,66.51,71.44,59.46,56.67,47.75,15.76,94.74,17.24,42.35,59.00,24.34,46.40,58.83,41.36,43.25,19.48,29.80,41.67,39.48,69.06,34.50,26.79,59.07,29.77
05/04/2021,14.90,19.90,13.38,,14.51,8.18,0.00,4.88,11.51,20.88,31.52,21.78,5.00,-10.00,-34.85,-36.91,-37.01,-27.50,0.00,19.56,45.30,48.50,45.30,34.90,30.77,-37.01,48.50,15.67,6.14,19.80,-29.69,9.34,39.87,10.19,-0.19,11.81,10.91,-4.95,20.56,17.20,-4.52,-25.36,37.39,-15.33
04/04/2021,47.46,40.71,39.83,,39.71,38.58,37.70,36.81,38.43,39.53,35.99,31.56,26.54,23.29,10.47,2.02,0.10,1.01,7.18,31.01,39.87,47.45,40.50,33.38,25.28,0.10,47.46,41.93,37.88,33.41,8.97,19.77,36.65,29.77,20.71,40.67,39.90,21.19,38.82,37.69,22.97,2.58,36.25,15.66
03/04/2021,42.01,38.40,37.51,,37.23,37.10,37.68,40.10,42.01,45.88,47.14,41.08,37.15,33.89,23.70,16.79,9.66,19.13,35.07,45.83,55.06,57.53,53.20,51.48,48.44,9.66,57.53,38.79,39.22,42.81,21.01,38.77,52.66,38.88,34.20,38.32,39.01,31.91,43.56,43.78,33.96,20.16,51.92,27.05
02/04/2021,54.24,49.77,47.00,,43.70,43.96,47.17,53.52,60.24,60.67,56.25,48.30,49.11,59.36,42.38,31.00,23.82,12.40,30.01,42.00,49.72,50.74,45.00,45.00,43.37,12.40,60.67,48.68,51.22,53.58,39.14,33.53,46.03,45.36,42.09,47.64,49.95,46.36,48.64,57.67,49.79,24.31,45.97,42.33
01/04/2021,54.38,47.82,45.10,,44.17,44.14,45.70,61.87,70.97,67.00,50.50,45.00,42.67,41.07,37.45,34.26,38.51,42.97,49.35,57.19,63.58,66.41,61.28,58.83,54.82,34.26,70.97,47.87,55.67,51.29,37.82,53.27,60.34,51.04,47.46,46.89,51.77,44.56,54.62,62.59,41.55,41.27,60.35,39.83
31/03/2021,56.58,50.97,50.00,,49.18,48.33,53.54,55.89,75.11,76.39,65.98,56.81,50.71,49.00,46.66,43.09,43.92,46.79,51.32,60.00,60.00,66.33,66.15,62.90,55.92,43.09,76.39,51.68,58.22,62.47,45.67,54.53,62.83,55.90,54.22,51.43,54.95,54.07,57.58,68.34,50.80,46.28,61.88,48.37
30/03/2021,47.08,46.46,44.65,,45.59,46.27,53.22,65.09,78.22,76.73,64.63,50.44,44.44,44.60,41.79,38.77,38.95,41.13,51.52,62.94,70.52,77.01,63.53,50.10,50.00,38.77,78.22,45.95,60.70,59.06,41.03,56.53,60.16,53.90,52.21,47.21,53.32,50.04,55.60,71.17,45.32,42.59,62.35,43.17
29/03/2021,27.57,22.23,22.00,,22.59,23.23,35.36,51.20,67.25,71.22,49.68,36.58,28.58,15.00,8.18,14.37,18.74,20.10,39.67,57.68,67.63,68.15,64.02,59.18,56.00,8.18,71.22,23.60,44.26,46.52,14.07,46.27,61.84,39.43,35.62,25.50,33.93,30.29,43.23,59.84,22.09,23.22,62.11,20.24
28/03/2021,50.00,38.62,,,35.43,35.00,35.07,35.67,35.72,27.68,30.00,19.90,1.88,-12.00,-1.01,-12.00,-24.16,-12.14,4.55,35.30,43.04,60.92,58.88,41.00,39.90,-24.16,60.92,41.35,35.37,19.87,-12.29,17.69,50.18,24.66,8.42,38.82,37.93,3.79,42.38,32.27,2.19,-10.94,46.51,-4.57
27/03/2021,43.00,38.09,36.00,,34.03,29.45,34.28,34.39,30.49,25.10,16.13,2.38,-7.61,-49.90,-50.00,-35.71,-1.81,19.49,42.40,57.50,66.10,73.15,49.38,53.00,46.47,-50.00,73.15,37.78,32.15,9.00,-34.36,46.37,55.50,24.41,7.01,35.81,34.97,-12.68,41.81,26.53,-26.28,6.09,57.60,-23.78
26/03/2021,42.48,50.05,48.88,,46.07,45.62,45.00,60.19,65.81,63.41,46.08,40.76,33.75,32.67,30.82,35.57,39.41,50.29,60.68,62.43,69.01,64.30,57.39,53.33,49.40,30.82,69.01,46.87,54.16,46.00,34.62,60.60,56.11,49.73,47.07,46.35,50.51,40.31,52.38,58.87,34.50,46.49,59.31,35.50
25/03/2021,53.77,50.31,49.68,,48.87,50.20,58.87,68.80,74.97,74.93,67.04,56.25,43.93,43.37,44.14,42.73,42.30,45.50,59.93,72.15,85.43,64.14,47.00,57.40,44.44,42.30,85.43,50.66,63.21,60.54,43.14,65.75,53.25,56.09,56.48,51.95,56.93,51.84,55.70,71.44,46.92,47.62,61.76,45.45
24/03/2021,45.00,44.80,44.40,,45.00,47.21,44.64,64.97,63.82,66.15,45.86,40.00,40.98,41.00,42.60,44.90,48.82,52.01,61.05,70.91,84.00,73.58,66.75,62.50,59.10,40.00,84.00,44.80,55.16,48.25,44.33,66.99,65.48,54.17,53.19,45.18,49.98,46.29,55.15,60.20,41.15,51.70,69.47,43.05
23/03/2021,43.33,47.96,50.04,,43.70,52.56,57.06,65.25,74.37,75.90,69.20,63.46,47.96,46.92,47.50,47.93,50.00,60.02,64.64,71.40,83.49,70.74,57.10,53.99,42.90,42.90,83.49,46.26,62.31,64.13,48.09,69.89,56.18,57.81,60.70,49.11,54.28,56.11,54.92,71.18,51.46,55.65,63.27,50.63
22/03/2021,49.55,48.74,47.76,,47.01,47.40,50.56,62.00,73.00,74.90,71.60,65.46,61.91,58.78,52.49,50.71,51.01,54.01,63.98,75.50,90.47,75.00,65.43,60.80,43.02,43.02,90.47,48.27,58.24,68.47,53.25,70.99,61.06,60.05,64.24,48.50,53.25,60.86,55.86,70.38,59.66,54.93,68.37,56.73
21/03/2021,43.50,57.40,50.00,,46.10,46.10,48.59,49.90,46.10,50.95,52.00,32.80,34.87,33.46,23.34,21.20,22.59,30.00,41.30,56.05,64.82,59.47,54.80,55.27,45.00,21.20,64.82,49.25,47.67,42.66,25.15,48.04,53.64,44.40,38.62,48.62,48.46,33.90,50.19,49.74,31.12,28.77,55.90,28.04
20/03/2021,58.82,55.74,54.99,,50.81,50.00,51.03,52.54,56.72,53.36,51.29,47.07,45.67,45.08,43.05,40.98,44.00,44.92,49.94,62.50,68.09,59.94,49.03,48.92,44.20,40.98,68.09,55.09,52.57,49.35,43.28,56.36,50.52,51.20,49.66,53.57,53.83,46.31,52.73,53.48,45.22,44.96,55.45,44.31
19/03/2021,59.60,56.24,50.89,,48.50,50.00,52.10,67.02,71.55,71.53,64.10,39.59,39.40,36.90,30.46,36.00,38.38,39.59,50.30,64.36,72.99,66.40,61.99,60.64,60.11,30.46,72.99,53.81,60.17,53.66,35.44,56.81,62.29,53.69,48.63,52.89,56.99,44.55,58.75,68.55,36.59,41.07,64.42,36.79
18/03/2021,51.12,49.56,48.17,,47.94,47.03,51.53,66.05,79.15,78.34,75.00,69.51,68.00,65.31,61.27,59.67,61.34,64.36,75.00,88.15,98.71,70.91,60.15,57.00,48.00,47.03,98.71,49.20,60.94,72.71,61.90,81.56,59.02,64.22,72.06,49.23,55.07,67.31,56.38,74.64,66.02,65.09,70.49,64.18
17/03/2021,46.14,45.47,43.81,,43.68,42.69,46.55,53.81,63.21,64.00,62.55,57.51,45.47,54.82,47.60,49.35,49.51,55.27,66.20,77.21,85.00,69.28,64.55,62.46,60.46,42.69,85.00,44.78,51.57,57.38,50.32,70.92,64.19,56.53,59.54,44.72,48.17,53.85,53.51,60.89,51.35,55.08,69.83,50.71
16/03/2021,45.46,44.76,45.10,,43.08,44.10,47.40,59.10,66.29,68.92,62.11,59.93,58.62,52.90,48.08,48.61,52.98,59.99,65.96,70.70,77.71,61.40,56.01,53.88,49.19,43.08,77.71,44.60,54.22,62.40,50.64,68.59,55.12,55.93,60.54,44.98,49.41,56.52,51.31,64.11,54.88,56.89,61.48,53.52
15/03/2021,67.25,64.90,44.50,,35.03,35.00,42.40,55.60,62.47,64.89,61.55,55.05,50.42,46.99,43.13,42.00,39.59,42.72,50.60,61.97,67.82,59.93,55.90,50.76,50.00,35.00,67.82,52.92,48.87,57.98,42.93,55.78,54.15,52.10,52.23,48.18,50.89,50.45,51.98,61.13,48.90,43.73,57.73,46.20
